EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,Meeting,Fref,key,Fref_point,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref_point,Bref,B_Bref,asses_year,version,stk_updated,RMFO
Black Sea,ANE,29,1970,NA,NA,186209.97,0.19,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.42,NA,NA,186209.97,979836.82,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.53,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1971,NA,NA,194183.76,0.2,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.42,NA,NA,194183.76,1005968.21,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.57,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1972,NA,NA,200344.12,0.2,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.43,NA,NA,200344.12,1013196.82,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.58,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1973,NA,NA,220554.75,0.24,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.52,NA,NA,220554.75,1029610.4,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.61,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1974,NA,NA,293388.48,0.29,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.62,NA,NA,293388.48,984504.94,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.54,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1975,NA,NA,237332.84,0.26,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.56,NA,NA,237332.84,959868.27,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.5,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1976,NA,NA,300316.68,0.31,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.66,NA,NA,300316.68,941312.32,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.47,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1977,NA,NA,228990.95,0.24,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.52,NA,NA,228990.95,919094.84,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.43,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1978,NA,NA,241820.65,0.26,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.56,NA,NA,241820.65,949984.35,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.48,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1979,NA,NA,265231.92,0.3,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.65,NA,NA,265231.92,969340.72,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.51,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1980,NA,NA,364548.06,0.41,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.88,NA,NA,364548.06,926661.38,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1981,NA,NA,362058.01,0.43,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.92,NA,NA,362058.01,887206.16,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.38,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1982,NA,NA,409545.19,0.47,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.02,NA,NA,409545.19,890418.25,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.39,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1983,NA,NA,441511.69,0.6,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.3,NA,NA,441511.69,770036.73,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.2,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1984,NA,NA,484141.91,0.79,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.7,NA,NA,484141.91,542553.1,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.85,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1985,NA,NA,335979.78,0.67,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.44,NA,NA,335979.78,532416.73,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.83,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1986,NA,NA,381400.21,0.66,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.42,NA,NA,381400.21,547538.59,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.85,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1987,NA,NA,355996.68,0.68,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.47,NA,NA,355996.68,589030.23,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.92,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1988,NA,NA,563721.65,1.35,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,2.91,NA,NA,563721.65,367850.11,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.57,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1989,NA,NA,200361.51,0.6,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.29,NA,NA,200361.51,200212.98,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.31,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1990,NA,NA,90945.92,0.34,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.74,NA,NA,90945.92,241998.33,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.38,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1991,NA,NA,94296.12,0.31,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.66,NA,NA,94296.12,359341.59,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.56,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1992,NA,NA,164657.67,0.4,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.86,NA,NA,164657.67,486034.93,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.76,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1993,NA,NA,222552.69,0.43,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.92,NA,NA,222552.69,560172.31,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.87,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1994,NA,NA,280446.26,0.53,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.14,NA,NA,280446.26,605951.02,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.95,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1995,NA,NA,374653.36,0.66,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.42,NA,NA,374653.36,550813.18,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.86,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1996,NA,NA,275663.24,0.48,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.03,NA,NA,275663.24,507554.18,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.79,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1997,NA,NA,219283.8,0.34,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.74,NA,NA,219283.8,595879.61,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.93,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1998,NA,NA,200649.56,0.31,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.66,NA,NA,200649.56,731107.21,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.14,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,1999,NA,NA,315440.71,0.42,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.91,NA,NA,315440.71,780083.96,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.22,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2000,NA,NA,271495.09,0.37,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.8,NA,NA,271495.09,698748.09,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.09,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2001,NA,NA,296251.06,0.48,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.04,NA,NA,296251.06,668179.43,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.04,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2002,NA,NA,343270.06,0.52,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.12,NA,NA,343270.06,617353.23,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.96,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2003,NA,NA,279211.67,0.47,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.01,NA,NA,279211.67,638966.29,Engraulis encrasicolus,European anchovy,NA,Bmsy,1,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2004,NA,NA,311917.31,0.37,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.8,NA,NA,311917.31,611604.43,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.95,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2005,NA,NA,129728.11,0.18,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.38,NA,NA,129728.11,712571.32,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.11,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2006,NA,NA,225925.43,0.32,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.69,NA,NA,225925.43,930245.71,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2007,NA,NA,375182.05,0.39,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.84,NA,NA,375182.05,931178.53,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2008,NA,NA,255133.34,0.23,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.49,NA,NA,255133.34,927571.94,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2009,NA,NA,190816.22,0.18,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.39,NA,NA,190816.22,1076386.53,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.68,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2010,NA,NA,247680.71,0.23,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.49,NA,NA,247680.71,1248954.06,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.95,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2011,NA,NA,277492.48,0.19,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.41,NA,NA,277492.48,1163788.56,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.82,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2012,NA,NA,178494.94,0.2,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.42,NA,NA,178494.94,1090154.88,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.7,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2013,NA,NA,319133.46,0.2,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.44,NA,NA,319133.46,968626.05,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.51,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2014,NA,NA,80699.97,0.09,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.19,NA,NA,80699.97,984985.53,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.54,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2015,NA,NA,249768.48,0.24,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.52,NA,NA,249768.48,1147335.88,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.79,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2016,NA,NA,164423.08,0.19,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.42,NA,NA,164423.08,872546.6,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.36,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2017,NA,NA,208827.38,0.25,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.53,NA,NA,208827.38,576437.75,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.9,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2018,NA,NA,79899.05,0.17,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.36,NA,NA,79899.05,578876.38,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.9,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2019,NA,NA,326975.95,0.56,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,1.22,NA,NA,326975.95,719823.59,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.12,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2020,NA,NA,225523.93,0.28,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.61,NA,NA,225523.93,668948.3,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.04,2023,15_11_2023,N,GFCM
Black Sea,ANE,29,2021,NA,NA,196177.83,0.26,spict,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,ANE_29,NA,0.57,NA,NA,196177.83,770314.51,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.2,2023,15_11_2023,N,GFCM
Black Sea,MUT,29,2015,1086987.3,5832.5,4293.63,0.905,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,2.400530504,NA,2386.677,4293.63,5832.5,Mullus barbatus,Red mullet,9546.707,Bmsy,0.610943648,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2016,1157752.6,5152.1,3430.18,0.948,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,2.514588859,NA,2386.677,3430.18,5152.1,Mullus barbatus,Red mullet,9546.707,Bmsy,0.539672999,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2017,1176566.3,4288,2911.31,0.997,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,2.644562334,NA,2386.677,2911.31,4288,Mullus barbatus,Red mullet,9546.707,Bmsy,0.449160114,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2018,1196624.2,4141.6,2934.19,1.032,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,2.737400531,NA,2386.677,2934.19,4141.6,Mullus barbatus,Red mullet,9546.707,Bmsy,0.433824983,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2019,1492532.5,3721.1,2551.15,0.997,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,2.644562334,NA,2386.677,2551.15,3721.1,Mullus barbatus,Red mullet,9546.707,Bmsy,0.389778381,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2020,1177384.5,4524,2527.96,0.837,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,2.220159151,NA,2386.677,2527.96,4524,Mullus barbatus,Red mullet,9546.707,Bmsy,0.473880679,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2021,1185794.1,5468,2374.39,0.582,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,1.543766578,NA,2386.677,2374.39,5468,Mullus barbatus,Red mullet,9546.707,Bmsy,0.572762943,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2022,1034992.1,5870.1,1622.28,0.341,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,0.904509284,NA,2386.677,1622.28,5870.1,Mullus barbatus,Red mullet,9546.707,Bmsy,0.614882179,2023,21_01_2025,y,GFCM
Black Sea,MUT,29,2023,1185547.2,7985.7,1181.9,0.181,a4a,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_29,0.377,0.480106101,NA,2386.677,1181.9,7985.7,Mullus barbatus,Red mullet,9546.707,Bmsy,0.836487388,2023,21_01_2025,y,GFCM
Black Sea,TUR,29,1950,2918.4937,12734.033,3932.18,0.3853367,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.028087895,NA,NA,3932.18,12734.033,Scophthalmus maximus,Turbot,14616,Bmsy,0.871239258,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1951,2704.1771,12764.734,4741.24,0.45201882,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.379046421,NA,NA,4741.24,12764.734,Scophthalmus maximus,Turbot,14616,Bmsy,0.873339765,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1952,2418.6662,11999.998,5217.05,0.53381157,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.809534579,NA,NA,5217.05,11999.998,Scophthalmus maximus,Turbot,14616,Bmsy,0.821017926,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1953,2534.2529,10588.069,4985.46,0.59383262,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.125434842,NA,NA,4985.46,10588.069,Scophthalmus maximus,Turbot,14616,Bmsy,0.724416325,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1954,2763.5601,9180.86,4505.45,0.62382563,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.283292789,NA,NA,4505.45,9180.86,Scophthalmus maximus,Turbot,14616,Bmsy,0.628137657,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1955,2831.9408,8387.504,3678.01,0.6156413,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.240217368,NA,NA,3678.01,8387.504,Scophthalmus maximus,Turbot,14616,Bmsy,0.57385769,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1956,2716.4555,8267.067,3622.95,0.63445864,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.339256,NA,NA,3622.95,8267.067,Scophthalmus maximus,Turbot,14616,Bmsy,0.565617611,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1957,2788.6609,8549.835,3017.5,0.52627355,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.769860789,NA,NA,3017.5,8549.835,Scophthalmus maximus,Turbot,14616,Bmsy,0.58496408,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1958,2669.8558,8806.738,4288.72,0.65831001,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.464789526,NA,NA,4288.72,8806.738,Scophthalmus maximus,Turbot,14616,Bmsy,0.602540914,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1959,2381.7332,8115.888,4652.48,0.74531307,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.922700368,NA,NA,4652.48,8115.888,Scophthalmus maximus,Turbot,14616,Bmsy,0.55527422,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1960,2313.0337,7460.967,2679.86,0.52588088,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.767794105,NA,NA,2679.86,7460.967,Scophthalmus maximus,Turbot,14616,Bmsy,0.510465722,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1961,2295.5643,7776.929,3058.38,0.55538256,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.923066105,NA,NA,3058.38,7776.929,Scophthalmus maximus,Turbot,14616,Bmsy,0.532083265,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1962,2539.0473,7974.111,2903.76,0.52268774,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.750988105,NA,NA,2903.76,7974.111,Scophthalmus maximus,Turbot,14616,Bmsy,0.545574097,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1963,2689.7551,8090.796,3812.41,0.63013706,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.316510842,NA,NA,3812.41,8090.796,Scophthalmus maximus,Turbot,14616,Bmsy,0.553557471,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1964,2363.035,7849.945,3666.01,0.63528455,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.343602895,NA,NA,3666.01,7849.945,Scophthalmus maximus,Turbot,14616,Bmsy,0.537078886,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1965,2713.6372,7646.676,3062.65,0.5567526,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.930276842,NA,NA,3062.65,7646.676,Scophthalmus maximus,Turbot,14616,Bmsy,0.523171593,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1966,3297.9471,7966.439,3093.21,0.52275748,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.751355158,NA,NA,3093.21,7966.439,Scophthalmus maximus,Turbot,14616,Bmsy,0.545049193,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1967,3691.2759,8842.343,2708.89,0.40405126,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.126585579,NA,NA,2708.89,8842.343,Scophthalmus maximus,Turbot,14616,Bmsy,0.604976943,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1968,3218.8267,10382.549,2930.96,0.34011775,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.790093421,NA,NA,2930.96,10382.549,Scophthalmus maximus,Turbot,14616,Bmsy,0.710355022,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1969,3123.9248,11942.641,3075.76,0.30595121,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.610269526,NA,NA,3075.76,11942.641,Scophthalmus maximus,Turbot,14616,Bmsy,0.817093664,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1970,2111.9844,12948.815,5273.2,0.40022991,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,2.106473211,NA,NA,5273.2,12948.815,Scophthalmus maximus,Turbot,14616,Bmsy,0.88593425,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1971,1754.4005,12839.54,3052.04,0.26636097,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.401899842,NA,NA,3052.04,12839.54,Scophthalmus maximus,Turbot,14616,Bmsy,0.878457854,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1972,1932.1939,13233.667,3049.2,0.24389441,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.283654789,NA,NA,3049.2,13233.667,Scophthalmus maximus,Turbot,14616,Bmsy,0.905423303,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1973,1975.2936,13289.542,3705.25,0.27355818,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.439779895,NA,NA,3705.25,13289.542,Scophthalmus maximus,Turbot,14616,Bmsy,0.909246169,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1974,2193.3845,13437.055,1696.1,0.11363212,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,0.598063789,NA,NA,1696.1,13437.055,Scophthalmus maximus,Turbot,14616,Bmsy,0.919338738,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1975,2792.9416,15108.801,1273.1,0.11519203,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,0.606273842,NA,NA,1273.1,15108.801,Scophthalmus maximus,Turbot,14616,Bmsy,1.033716544,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1976,2803.3053,17003.349,1584.05,0.11775448,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,0.619760421,NA,NA,1584.05,17003.349,Scophthalmus maximus,Turbot,14616,Bmsy,1.163338054,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1977,2123.5052,18983.523,2012.1,0.10450983,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,0.550051737,NA,NA,2012.1,18983.523,Scophthalmus maximus,Turbot,14616,Bmsy,1.298817939,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1978,1682.2608,20532.922,2160.12,0.14147992,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,0.744631158,NA,NA,2160.12,20532.922,Scophthalmus maximus,Turbot,14616,Bmsy,1.404824986,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1979,1360.449,20386.722,5447.32,0.2702737,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.422493158,NA,NA,5447.32,20386.722,Scophthalmus maximus,Turbot,14616,Bmsy,1.39482225,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1980,1003.7272,18262.348,2843.16,0.19516501,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.027184263,NA,NA,2843.16,18262.348,Scophthalmus maximus,Turbot,14616,Bmsy,1.249476464,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1981,647.9216,16733.19,3276.14,0.19378244,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.019907579,NA,NA,3276.14,16733.19,Scophthalmus maximus,Turbot,14616,Bmsy,1.144854269,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1982,447.6399,14421.013,4662.22,0.34547703,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,1.818300158,NA,NA,4662.22,14421.013,Scophthalmus maximus,Turbot,14616,Bmsy,0.986659346,2024,21_01_2025,y,GFCM
Black Sea,TUR,29,1983,388.6969,10067.125,5307.26,0.73422183,SAM,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,TUR_29,0.19,3.864325421,NA,NA,5307.26,10067.125,Scophthalmus maximus,Turbot,14616,Bmsy,0.688774288,2024,21_01_2025,y,GFCM
